access_contract,arm,card_id,condition,condition_factors,n_makers,recorded_metrics,source
{},other-effort,K05,instruction-False-feedback-False-offers-64,"{""feedback"":false,""id"":""instruction-False-feedback-False-offers-64"",""instruction"":false,""offers"":64}",256,"{""balanced_transfer"":0.01171875,""definition_cost"":0.2109375,""feedback_queries"":0.0,""focal_transfer"":0.01171875,""foil_transfer"":0.01171875,""instruction_queries"":0.0,""offered_opportunities"":64.0,""pretest_execution_cost"":2.025390625,""pretest_search_cost"":27.712890625,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":0.03515625,""transfer_search_cost"":31.75390625}",constructor-expansion-1/K05
{},focal-effort,K05,instruction-False-feedback-True-offers-32,"{""feedback"":true,""id"":""instruction-False-feedback-True-offers-32"",""instruction"":false,""offers"":32}",256,"{""balanced_transfer"":0.0,""definition_cost"":0.0,""feedback_queries"":16.0,""focal_transfer"":0.0,""foil_transfer"":0.0,""instruction_queries"":0.0,""offered_opportunities"":32.0,""pretest_execution_cost"":2.0,""pretest_search_cost"":25.333333333333332,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":0.0,""transfer_search_cost"":32.0}",constructor-expansion-1/K05
{},other-effort,K05,instruction-False-feedback-True-offers-32,"{""feedback"":true,""id"":""instruction-False-feedback-True-offers-32"",""instruction"":false,""offers"":32}",256,"{""balanced_transfer"":0.0,""definition_cost"":0.0,""feedback_queries"":16.0,""focal_transfer"":0.0,""foil_transfer"":0.0,""instruction_queries"":0.0,""offered_opportunities"":32.0,""pretest_execution_cost"":2.0,""pretest_search_cost"":25.333333333333332,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":0.0,""transfer_search_cost"":32.0}",constructor-expansion-1/K05
{},focal-effort,K05,instruction-False-feedback-True-offers-64,"{""feedback"":true,""id"":""instruction-False-feedback-True-offers-64"",""instruction"":false,""offers"":64}",256,"{""balanced_transfer"":0.001953125,""definition_cost"":0.0078125,""feedback_queries"":16.0,""focal_transfer"":0.00390625,""foil_transfer"":0.0,""instruction_queries"":0.0,""offered_opportunities"":64.0,""pretest_execution_cost"":2.0,""pretest_search_cost"":25.411458333333332,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":0.005859375,""transfer_search_cost"":31.9697265625}",constructor-expansion-1/K05
{},other-effort,K05,instruction-False-feedback-True-offers-64,"{""feedback"":true,""id"":""instruction-False-feedback-True-offers-64"",""instruction"":false,""offers"":64}",256,"{""balanced_transfer"":0.0,""definition_cost"":0.0,""feedback_queries"":16.0,""focal_transfer"":0.0,""foil_transfer"":0.0,""instruction_queries"":0.0,""offered_opportunities"":64.0,""pretest_execution_cost"":2.0,""pretest_search_cost"":25.333333333333332,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":0.0,""transfer_search_cost"":32.0}",constructor-expansion-1/K05
{},focal-effort,K05,instruction-True-feedback-False-offers-32,"{""feedback"":false,""id"":""instruction-True-feedback-False-offers-32"",""instruction"":true,""offers"":32}",256,"{""balanced_transfer"":0.5,""definition_cost"":2.0,""feedback_queries"":0.0,""focal_transfer"":0.994140625,""foil_transfer"":0.005859375,""instruction_queries"":16.0,""offered_opportunities"":32.0,""pretest_execution_cost"":2.0,""pretest_search_cost"":49.90234375,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":1.5,""transfer_search_cost"":25.71484375}",constructor-expansion-1/K05
{},other-effort,K05,instruction-True-feedback-False-offers-32,"{""feedback"":false,""id"":""instruction-True-feedback-False-offers-32"",""instruction"":true,""offers"":32}",256,"{""balanced_transfer"":0.5,""definition_cost"":2.0,""feedback_queries"":0.0,""focal_transfer"":0.00390625,""foil_transfer"":0.99609375,""instruction_queries"":16.0,""offered_opportunities"":32.0,""pretest_execution_cost"":2.0,""pretest_search_cost"":49.766927083333336,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":1.5,""transfer_search_cost"":25.80859375}",constructor-expansion-1/K05
{},focal-effort,K05,instruction-True-feedback-False-offers-64,"{""feedback"":false,""id"":""instruction-True-feedback-False-offers-64"",""instruction"":true,""offers"":64}",256,"{""balanced_transfer"":0.498046875,""definition_cost"":2.0,""feedback_queries"":0.0,""focal_transfer"":0.98828125,""foil_transfer"":0.0078125,""instruction_queries"":16.0,""offered_opportunities"":64.0,""pretest_execution_cost"":2.0,""pretest_search_cost"":49.945963541666664,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":1.494140625,""transfer_search_cost"":25.7412109375}",constructor-expansion-1/K05
{},other-effort,K05,instruction-True-feedback-False-offers-64,"{""feedback"":false,""id"":""instruction-True-feedback-False-offers-64"",""instruction"":true,""offers"":64}",256,"{""balanced_transfer"":0.498046875,""definition_cost"":2.0,""feedback_queries"":0.0,""focal_transfer"":0.00390625,""foil_transfer"":0.9921875,""instruction_queries"":16.0,""offered_opportunities"":64.0,""pretest_execution_cost"":2.001953125,""pretest_search_cost"":49.731119791666664,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":1.494140625,""transfer_search_cost"":25.8115234375}",constructor-expansion-1/K05
{},focal-effort,K05,instruction-True-feedback-True-offers-32,"{""feedback"":true,""id"":""instruction-True-feedback-True-offers-32"",""instruction"":true,""offers"":32}",256,"{""balanced_transfer"":0.5,""definition_cost"":2.0,""feedback_queries"":16.0,""focal_transfer"":0.99609375,""foil_transfer"":0.00390625,""instruction_queries"":16.0,""offered_opportunities"":32.0,""pretest_execution_cost"":2.0,""pretest_search_cost"":49.888671875,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":1.5,""transfer_search_cost"":25.708984375}",constructor-expansion-1/K05
{},other-effort,K05,instruction-True-feedback-True-offers-32,"{""feedback"":true,""id"":""instruction-True-feedback-True-offers-32"",""instruction"":true,""offers"":32}",256,"{""balanced_transfer"":0.5,""definition_cost"":2.0,""feedback_queries"":16.0,""focal_transfer"":0.00390625,""foil_transfer"":0.99609375,""instruction_queries"":16.0,""offered_opportunities"":32.0,""pretest_execution_cost"":2.0,""pretest_search_cost"":49.766927083333336,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":1.5,""transfer_search_cost"":25.80859375}",constructor-expansion-1/K05
{},focal-effort,K05,instruction-True-feedback-True-offers-64,"{""feedback"":true,""id"":""instruction-True-feedback-True-offers-64"",""instruction"":true,""offers"":64}",256,"{""balanced_transfer"":0.5,""definition_cost"":2.0,""feedback_queries"":16.0,""focal_transfer"":0.9921875,""foil_transfer"":0.0078125,""instruction_queries"":16.0,""offered_opportunities"":64.0,""pretest_execution_cost"":2.0,""pretest_search_cost"":49.891276041666664,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":1.5,""transfer_search_cost"":25.71484375}",constructor-expansion-1/K05
{},other-effort,K05,instruction-True-feedback-True-offers-64,"{""feedback"":true,""id"":""instruction-True-feedback-True-offers-64"",""instruction"":true,""offers"":64}",256,"{""balanced_transfer"":0.5,""definition_cost"":2.0,""feedback_queries"":16.0,""focal_transfer"":0.00390625,""foil_transfer"":0.99609375,""instruction_queries"":16.0,""offered_opportunities"":64.0,""pretest_execution_cost"":2.0,""pretest_search_cost"":49.750651041666664,""pretest_success"":1.0,""processed_trials"":16.0,""training_primitives"":32.0,""transfer_execution_cost"":1.5,""transfer_search_cost"":25.796875}",constructor-expansion-1/K05
"{""access_arms"":""identical public references and anonymous artifacts/process probes; surface-only ignores process, no-reference ignores named references""}",craft,M01,learned-order-same-topic-faithful-dose-0,"{""dose"":0,""family"":""learned-order"",""id"":""learned-order-same-topic-faithful-dose-0"",""surface"":""faithful"",""topic"":""same-topic""}",1024,"{""acquired_core_log_score"":-0.6931471805599453,""acquired_decoration_log_score"":-0.15221270492150699,""future_core_log_score"":-0.6931471805599453,""future_decoration_log_score"":-0.47391568923618904,""future_production_primitives"":5.0,""historical_core_log_score"":-0.6931471805599453,""identity_accuracy"":0.6806640625,""identity_log_score"":-0.5310978590175367,""library_definition_cost"":8.0,""likelihood_terms"":288.0,""observed_production_primitives"":45.0,""prediction_terms"":128.0,""process_queries"":0.0,""training_primitives"":56.0}",boundary-expansion-1/M01
"{""access_arms"":""identical public references and anonymous artifacts/process probes; surface-only ignores process, no-reference ignores named references""}",direct-table,M01,learned-order-same-topic-faithful-dose-0,"{""dose"":0,""family"":""learned-order"",""id"":""learned-order-same-topic-faithful-dose-0"",""surface"":""faithful"",""topic"":""same-topic""}",1024,"{""acquired_core_log_score"":-0.6931471805599453,""acquired_decoration_log_score"":-0.15221270492150699,""future_core_log_score"":-0.6931471805599453,""future_decoration_log_score"":-0.47391568923618904,""future_production_primitives"":5.0,""historical_core_log_score"":-0.6931471805599453,""identity_accuracy"":0.6806640625,""identity_log_score"":-0.5310978590175367,""library_definition_cost"":8.0,""likelihood_terms"":288.0,""observed_production_primitives"":45.0,""prediction_terms"":128.0,""process_queries"":0.0,""training_primitives"":56.0}",boundary-expansion-1/M01
"{""access_arms"":""identical public references and anonymous artifacts/process probes; surface-only ignores process, no-reference ignores named references""}",no-reference,M01,learned-order-same-topic-faithful-dose-0,"{""dose"":0,""family"":""learned-order"",""id"":""learned-order-same-topic-faithful-dose-0"",""surface"":""faithful"",""topic"":""same-topic""}",1024,"{""acquired_core_log_score"":-0.6931471805599453,""acquired_decoration_log_score"":-0.20906610644879375,""future_core_log_score"":-0.6931471805599453,""future_decoration_log_score"":-0.4914644015601518,""future_production_primitives"":5.0,""historical_core_log_score"":-0.6931471805599453,""identity_accuracy"":0.4912109375,""identity_log_score"":-0.6931471805599453,""library_definition_cost"":8.0,""likelihood_terms"":96.0,""observed_production_primitives"":45.0,""prediction_terms"":128.0,""process_queries"":0.0,""training_primitives"":56.0}",boundary-expansion-1/M01
"{""access_arms"":""identical public references and anonymous artifacts/process probes; surface-only ignores process, no-reference ignores named references""}",surface-only,M01,learned-order-same-topic-faithful-dose-0,"{""dose"":0,""family"":""learned-order"",""id"":""learned-order-same-topic-faithful-dose-0"",""surface"":""faithful"",""topic"":""same-topic""}",1024,"{""acquired_core_log_score"":-0.6931471805599453,""acquired_decoration_log_score"":-0.15221270492150699,""future_core_log_score"":-0.6931471805599453,""future_decoration_log_score"":-0.47391568923618904,""future_production_primitives"":5.0,""historical_core_log_score"":-0.6931471805599453,""identity_accuracy"":0.6806640625,""identity_log_score"":-0.5310978590175367,""library_definition_cost"":8.0,""likelihood_terms"":288.0,""observed_production_primitives"":45.0,""prediction_terms"":128.0,""process_queries"":0.0,""training_primitives"":56.0}",boundary-expansion-1/M01
"{""access_arms"":""identical public references and anonymous artifacts/process probes; surface-only ignores process, no-reference ignores named references""}",craft,M01,learned-order-same-topic-faithful-dose-1,"{""dose"":1,""family"":""learned-order"",""id"":""learned-order-same-topic-faithful-dose-1"",""surface"":""faithful"",""topic"":""same-topic""}",1024,"{""acquired_core_log_score"":-0.3671286529671828,""acquired_decoration_log_score"":-0.1415602278619418,""future_core_log_score"":-0.5258322865373585,""future_decoration_log_score"":-0.47165368792720097,""future_production_primitives"":5.0,""historical_core_log_score"":0.0,""identity_accuracy"":0.7158203125,""identity_log_score"":-0.4917534077741289,""library_definition_cost"":8.0,""likelihood_terms"":384.0,""observed_production_primitives"":45.0,""prediction_terms"":128.0,""process_queries"":3.0,""training_primitives"":56.0}",boundary-expansion-1/M01
"{""access_arms"":""identical public references and anonymous artifacts/process probes; surface-only ignores process, no-reference ignores named references""}",direct-table,M01,learned-order-same-topic-faithful-dose-1,"{""dose"":1,""family"":""learned-order"",""id"":""learned-order-same-topic-faithful-dose-1"",""surface"":""faithful"",""topic"":""same-topic""}",1024,"{""acquired_core_log_score"":-0.3671286529671828,""acquired_decoration_log_score"":-0.1415602278619418,""future_core_log_score"":-0.5258322865373584,""future_decoration_log_score"":-0.47165368792720097,""future_production_primitives"":5.0,""historical_core_log_score"":0.0,""identity_accuracy"":0.7158203125,""identity_log_score"":-0.4917534077741289,""library_definition_cost"":8.0,""likelihood_terms"":384.0,""observed_production_primitives"":45.0,""prediction_terms"":128.0,""process_queries"":3.0,""training_primitives"":56.0}",boundary-expansion-1/M01
