access_contract,bootstrap,card_id,condition,condition_factors,criterion_state,estimand,evidence_scope,interval_95,mean,n_constructors,n_makers,paired_standard_deviation,source
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",K05,instruction-False-feedback-True-offers-32,"{""feedback"":true,""id"":""instruction-False-feedback-True-offers-32"",""instruction"":false,""offers"":32}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""focal-effort"",""denominator"":""all independent maker task packets, including failures"",""id"":""K05-focal-effort-minus-other-effort-focal_transfer"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""focal-effort minus other-effort: focal_transfer"",""practical_bar"":0.05,""rival"":""other-effort"",""target"":""focal_transfer"",""units"":""success_fraction""}",discovery expansion,"[0.0,0.0]",0.0,32,256,0.0,constructor-expansion-1/K05
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",K05,instruction-False-feedback-True-offers-64,"{""feedback"":true,""id"":""instruction-False-feedback-True-offers-64"",""instruction"":false,""offers"":64}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""focal-effort"",""denominator"":""all independent maker task packets, including failures"",""id"":""K05-focal-effort-minus-other-effort-focal_transfer"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""focal-effort minus other-effort: focal_transfer"",""practical_bar"":0.05,""rival"":""other-effort"",""target"":""focal_transfer"",""units"":""success_fraction""}",discovery expansion,"[0.0,0.015625]",0.00390625,32,256,0.0625,constructor-expansion-1/K05
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",K05,instruction-True-feedback-False-offers-32,"{""feedback"":false,""id"":""instruction-True-feedback-False-offers-32"",""instruction"":true,""offers"":32}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""focal-effort"",""denominator"":""all independent maker task packets, including failures"",""id"":""K05-focal-effort-minus-other-effort-focal_transfer"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""focal-effort minus other-effort: focal_transfer"",""practical_bar"":0.05,""rival"":""other-effort"",""target"":""focal_transfer"",""units"":""success_fraction""}",discovery expansion,"[0.970703125,1.0]",0.990234375,32,256,0.09342263103871609,constructor-expansion-1/K05
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",K05,instruction-True-feedback-False-offers-64,"{""feedback"":false,""id"":""instruction-True-feedback-False-offers-64"",""instruction"":true,""offers"":64}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""focal-effort"",""denominator"":""all independent maker task packets, including failures"",""id"":""K05-focal-effort-minus-other-effort-focal_transfer"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""focal-effort minus other-effort: focal_transfer"",""practical_bar"":0.05,""rival"":""other-effort"",""target"":""focal_transfer"",""units"":""success_fraction""}",discovery expansion,"[0.95703125,1.0]",0.984375,32,256,0.1242625304369271,constructor-expansion-1/K05
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",K05,instruction-True-feedback-True-offers-32,"{""feedback"":true,""id"":""instruction-True-feedback-True-offers-32"",""instruction"":true,""offers"":32}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""focal-effort"",""denominator"":""all independent maker task packets, including failures"",""id"":""K05-focal-effort-minus-other-effort-focal_transfer"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""focal-effort minus other-effort: focal_transfer"",""practical_bar"":0.05,""rival"":""other-effort"",""target"":""focal_transfer"",""units"":""success_fraction""}",discovery expansion,"[0.97265625,1.0]",0.9921875,32,256,0.08821486691651266,constructor-expansion-1/K05
{},"{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",K05,instruction-True-feedback-True-offers-64,"{""feedback"":true,""id"":""instruction-True-feedback-True-offers-64"",""instruction"":true,""offers"":64}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""focal-effort"",""denominator"":""all independent maker task packets, including failures"",""id"":""K05-focal-effort-minus-other-effort-focal_transfer"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""focal-effort minus other-effort: focal_transfer"",""practical_bar"":0.05,""rival"":""other-effort"",""target"":""focal_transfer"",""units"":""success_fraction""}",discovery expansion,"[0.96484375,1.0]",0.98828125,32,256,0.10782781753932572,constructor-expansion-1/K05
"{""access_arms"":""identical public references and anonymous artifacts/process probes; surface-only ignores process, no-reference ignores named references""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",M01,learned-order-same-topic-faithful-dose-0,"{""dose"":0,""family"":""learned-order"",""id"":""learned-order-same-topic-faithful-dose-0"",""surface"":""faithful"",""topic"":""same-topic""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""craft"",""denominator"":""all independent maker task packets, including failures"",""id"":""M01-craft-minus-surface-only-future_core_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""craft minus surface-only: future_core_log_score"",""practical_bar"":0.02,""rival"":""surface-only"",""target"":""future_core_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.0,0.0]",0.0,128,1024,0.0,boundary-expansion-1/M01
"{""access_arms"":""identical public references and anonymous artifacts/process probes; surface-only ignores process, no-reference ignores named references""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",M01,learned-order-same-topic-faithful-dose-0,"{""dose"":0,""family"":""learned-order"",""id"":""learned-order-same-topic-faithful-dose-0"",""surface"":""faithful"",""topic"":""same-topic""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""craft"",""denominator"":""all independent maker task packets, including failures"",""id"":""M01-craft-minus-direct-table-future_core_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""craft minus direct-table: future_core_log_score"",""practical_bar"":0.02,""rival"":""direct-table"",""target"":""future_core_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-6.526897078362737e-17,-1.0842021724855044e-18]",-3.252606517456513e-17,128,1024,3.283874749295086e-16,boundary-expansion-1/M01
"{""access_arms"":""identical public references and anonymous artifacts/process probes; surface-only ignores process, no-reference ignores named references""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",M01,learned-order-same-topic-faithful-dose-0,"{""dose"":0,""family"":""learned-order"",""id"":""learned-order-same-topic-faithful-dose-0"",""surface"":""faithful"",""topic"":""same-topic""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""craft"",""denominator"":""all independent maker task packets, including failures"",""id"":""M01-craft-minus-no-reference-identity_accuracy"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""craft minus no-reference: identity_accuracy"",""practical_bar"":0.05,""rival"":""no-reference"",""target"":""identity_accuracy"",""units"":""success_fraction""}",discovery final boundary expansion,"[0.1455078125,0.2353515625]",0.189453125,128,1024,0.560378043871087,boundary-expansion-1/M01
"{""access_arms"":""identical public references and anonymous artifacts/process probes; surface-only ignores process, no-reference ignores named references""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",M01,learned-order-same-topic-faithful-dose-1,"{""dose"":1,""family"":""learned-order"",""id"":""learned-order-same-topic-faithful-dose-1"",""surface"":""faithful"",""topic"":""same-topic""}",held,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""craft"",""denominator"":""all independent maker task packets, including failures"",""id"":""M01-craft-minus-surface-only-future_core_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""craft minus surface-only: future_core_log_score"",""practical_bar"":0.02,""rival"":""surface-only"",""target"":""future_core_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[0.12032657738270369,0.21385494177922482]",0.16731489402258687,128,1024,0.49389220408983087,boundary-expansion-1/M01
"{""access_arms"":""identical public references and anonymous artifacts/process probes; surface-only ignores process, no-reference ignores named references""}","{""method"":""constructors then makers, empirical percentile"",""quantile"":""floor(p*(B-1))"",""replicates"":1999,""seed"":771}",M01,learned-order-same-topic-faithful-dose-1,"{""dose"":1,""family"":""learned-order"",""id"":""learned-order-same-topic-faithful-dose-1"",""surface"":""faithful"",""topic"":""same-topic""}",failed,"{""aggregation"":""equal maker mean of paired task-packet differences"",""arm"":""craft"",""denominator"":""all independent maker task packets, including failures"",""id"":""M01-craft-minus-direct-table-future_core_log_score"",""interval_target"":""same mean; constructors then makers within constructor"",""numerator"":""craft minus direct-table: future_core_log_score"",""practical_bar"":0.02,""rival"":""direct-table"",""target"":""future_core_log_score"",""units"":""nats_per_event""}",discovery final boundary expansion,"[-3.440309018568066e-17,1.9461428996114805e-17]",-6.532318089225164e-18,128,1024,3.204554854945987e-16,boundary-expansion-1/M01
